transaction_id,customer_id,amount,transaction_type,bank,merchant_id,status,timestamp,is_delayed,emi_overdue,settlement_status
TXN0000501,CUST3156,13986.89,Refund,SBI,MER357,Success,2023-01-21 20:00:00,0,0,Settled
TXN0000502,CUST3919,524.12,UPI Transfer,ICICI,MER645,Success,2023-01-21 21:00:00,0,0,Pending
TXN0000503,CUST6191,880.94,Merchant Payment,Kotak,MER680,Success,2023-01-21 22:00:00,1,0,Settled
TXN0000504,CUST7632,2712.28,EMI Debit,Axis,MER814,Success,2023-01-21 23:00:00,0,0,Settled
TXN0000505,CUST9924,941.61,EMI Debit,Kotak,MER639,Success,2023-01-22 00:00:00,0,0,Settled
TXN0000506,CUST2237,123.06,EMI Debit,SBI,MER667,Success,2023-01-22 01:00:00,0,0,Settled
TXN0000507,CUST2480,1801.26,Merchant Payment,SBI,,Success,2023-01-22 02:00:00,0,0,Settled
TXN0000508,CUST3010,1187.12,EMI Debit,SBI,,Success,2023-01-22 03:00:00,0,0,Settled
TXN0000509,CUST7897,1071.7,EMI Debit,Kotak,MER661,Success,2023-01-22 04:00:00,0,0,Settled
TXN0000510,CUST6629,10714.52,Merchant Payment,SBI,,Success,2023-01-22 05:00:00,1,0,Settled
TXN0000511,CUST5757,953.42,Merchant Payment,Kotak,,Success,2023-01-22 06:00:00,0,0,Settled
TXN0000512,CUST8490,485.14,Utility Bill,HDFC,MER364,Success,2023-01-22 07:00:00,0,0,Settled
TXN0000513,CUST3735,468.64,UPI Transfer,HDFC,,Failed,2023-01-22 08:00:00,0,0,N/A
TXN0000514,CUST5199,5745.49,Merchant Payment,HDFC,MER998,Success,2023-01-22 09:00:00,0,0,Settled
TXN0000515,CUST8286,4391.57,UPI Transfer,ICICI,MER388,Success,2023-01-22 10:00:00,0,0,Settled
TXN0000516,CUST7200,485.35,EMI Debit,HDFC,MER671,Success,2023-01-22 11:00:00,0,0,Settled
TXN0000517,CUST1577,868.51,UPI Transfer,HDFC,,Success,2023-01-22 12:00:00,0,0,Settled
TXN0000518,CUST9079,4815.03,Merchant Payment,Kotak,,Success,2023-01-22 13:00:00,0,0,Pending
TXN0000519,CUST1818,1123.69,UPI Transfer,Kotak,,Success,2023-01-22 14:00:00,0,0,Settled
TXN0000520,CUST8188,13972.92,UPI Transfer,SBI,MER138,Failed,2023-01-22 15:00:00,0,0,N/A
TXN0000521,CUST5174,2722.19,Merchant Payment,SBI,,Success,2023-01-22 16:00:00,0,0,Settled
TXN0000522,CUST2889,746.21,Merchant Payment,SBI,MER893,Success,2023-01-22 17:00:00,0,0,Settled
TXN0000523,CUST1558,6851.73,Merchant Payment,Kotak,MER428,Success,2023-01-22 18:00:00,0,0,Settled
TXN0000524,CUST3933,1347.12,UPI Transfer,Kotak,MER407,Success,2023-01-22 19:00:00,0,0,Settled
TXN0000525,CUST7831,1192.84,Refund,HDFC,MER915,Success,2023-01-22 20:00:00,0,0,Settled
TXN0000526,CUST6949,1388.33,UPI Transfer,Axis,MER250,Success,2023-01-22 21:00:00,0,0,Settled
TXN0000527,CUST8643,5116.54,Utility Bill,Kotak,,Success,2023-01-22 22:00:00,0,1,Settled
TXN0000528,CUST1069,665.73,EMI Debit,Axis,,Success,2023-01-22 23:00:00,0,0,Settled
TXN0000529,CUST2189,1683.22,UPI Transfer,Kotak,MER976,Success,2023-01-23 00:00:00,0,0,Disputed
TXN0000530,CUST3902,109.61,Merchant Payment,Kotak,,Success,2023-01-23 01:00:00,0,0,Settled
TXN0000531,CUST5340,6133.08,Refund,ICICI,,Success,2023-01-23 02:00:00,0,0,Settled
TXN0000532,CUST9875,1458.12,Merchant Payment,Axis,MER434,Success,2023-01-23 03:00:00,0,0,Settled
TXN0000533,CUST6895,998.37,UPI Transfer,ICICI,,Success,2023-01-23 04:00:00,0,0,Settled
TXN0000534,CUST8550,3035.36,Merchant Payment,HDFC,MER918,Success,2023-01-23 05:00:00,0,0,Settled
TXN0000535,CUST6697,4272.63,Merchant Payment,ICICI,MER669,Success,2023-01-23 06:00:00,0,0,Settled
TXN0000536,CUST4910,5866.32,Utility Bill,ICICI,MER396,Success,2023-01-23 07:00:00,0,0,Settled
TXN0000537,CUST9262,1495.83,Utility Bill,HDFC,,Success,2023-01-23 08:00:00,1,0,Settled
TXN0000538,CUST6984,5855.2,UPI Transfer,Axis,MER325,Success,2023-01-23 09:00:00,0,0,Settled
TXN0000539,CUST8715,2188.43,UPI Transfer,SBI,MER712,Success,2023-01-23 10:00:00,0,0,Settled
TXN0000540,CUST8747,373.21,UPI Transfer,Kotak,MER123,Failed,2023-01-23 11:00:00,0,1,N/A
TXN0000541,CUST3155,6554.8,Refund,Axis,MER932,Success,2023-01-23 12:00:00,0,0,Settled
TXN0000542,CUST8956,2776.43,Merchant Payment,HDFC,MER638,Pending,2023-01-23 13:00:00,0,0,N/A
TXN0000543,CUST2915,3228.69,Utility Bill,ICICI,MER732,Success,2023-01-23 14:00:00,0,0,Settled
TXN0000544,CUST8918,9703.57,Merchant Payment,SBI,MER168,Pending,2023-01-23 15:00:00,0,0,N/A
TXN0000545,CUST5351,2866.69,EMI Debit,ICICI,MER412,Success,2023-01-23 16:00:00,0,0,Settled
TXN0000546,CUST8468,19.6,UPI Transfer,Kotak,,Success,2023-01-23 17:00:00,0,0,Settled
TXN0000547,CUST8067,7157.39,Utility Bill,HDFC,MER975,Success,2023-01-23 18:00:00,0,0,Settled
TXN0000548,CUST6264,1172.94,Merchant Payment,SBI,MER627,Pending,2023-01-23 19:00:00,0,0,N/A
TXN0000549,CUST6795,2438.41,Utility Bill,Axis,MER139,Success,2023-01-23 20:00:00,0,0,Settled
TXN0000550,CUST5455,802.45,UPI Transfer,Axis,,Success,2023-01-23 21:00:00,1,0,Settled
TXN0000551,CUST8691,1233.31,EMI Debit,HDFC,,Success,2023-01-23 22:00:00,0,0,Pending
TXN0000552,CUST2213,4061.51,Merchant Payment,HDFC,MER401,Success,2023-01-23 23:00:00,1,1,Settled
TXN0000553,CUST7439,1964.8,UPI Transfer,ICICI,MER531,Success,2023-01-24 00:00:00,1,0,Pending
TXN0000554,CUST3923,3452.84,Merchant Payment,SBI,,Success,2023-01-24 01:00:00,0,0,Settled
TXN0000555,CUST2432,6072.02,Merchant Payment,Kotak,MER103,Success,2023-01-24 02:00:00,0,0,Settled
TXN0000556,CUST1340,1458.67,UPI Transfer,HDFC,MER980,Success,2023-01-24 03:00:00,0,0,Settled
TXN0000557,CUST8381,2940.41,UPI Transfer,SBI,MER509,Success,2023-01-24 04:00:00,0,0,Settled
TXN0000558,CUST2198,5261.28,Merchant Payment,HDFC,MER114,Success,2023-01-24 05:00:00,0,1,Settled
TXN0000559,CUST5296,4394.94,UPI Transfer,HDFC,MER198,Success,2023-01-24 06:00:00,0,0,Settled
TXN0000560,CUST9186,2716.66,Merchant Payment,Axis,,Success,2023-01-24 07:00:00,0,0,Settled
TXN0000561,CUST5193,1692.28,Merchant Payment,SBI,MER290,Success,2023-01-24 08:00:00,0,0,Settled
TXN0000562,CUST9113,1831.93,UPI Transfer,Axis,,Success,2023-01-24 09:00:00,0,0,Settled
TXN0000563,CUST5934,1986.72,UPI Transfer,Axis,,Success,2023-01-24 10:00:00,1,0,Settled
TXN0000564,CUST9543,1501.53,Utility Bill,SBI,MER258,Failed,2023-01-24 11:00:00,0,0,N/A
TXN0000565,CUST7610,4203.14,UPI Transfer,Axis,,Success,2023-01-24 12:00:00,0,0,Settled
TXN0000566,CUST4087,469.02,EMI Debit,ICICI,,Success,2023-01-24 13:00:00,0,0,Settled
TXN0000567,CUST7073,11987.87,Merchant Payment,Kotak,,Success,2023-01-24 14:00:00,0,0,Settled
TXN0000568,CUST1455,5283.34,Refund,Kotak,MER314,Success,2023-01-24 15:00:00,0,0,Settled
TXN0000569,CUST6853,1239.19,UPI Transfer,ICICI,MER699,Success,2023-01-24 16:00:00,0,0,Settled
TXN0000570,CUST4250,152.18,Utility Bill,HDFC,MER394,Success,2023-01-24 17:00:00,1,0,Settled
TXN0000571,CUST1257,4348.32,Merchant Payment,Axis,,Success,2023-01-24 18:00:00,0,0,Settled
TXN0000572,CUST1481,4639.63,UPI Transfer,Kotak,MER733,Success,2023-01-24 19:00:00,0,0,Settled
TXN0000573,CUST5730,11598.33,UPI Transfer,SBI,,Success,2023-01-24 20:00:00,0,0,Settled
TXN0000574,CUST2396,1024.22,Merchant Payment,HDFC,MER292,Success,2023-01-24 21:00:00,0,0,Settled
TXN0000575,CUST6418,302.22,UPI Transfer,Kotak,MER938,Success,2023-01-24 22:00:00,1,0,Settled
TXN0000576,CUST6171,8633.42,Merchant Payment,Axis,MER122,Success,2023-01-24 23:00:00,0,0,Settled
TXN0000577,CUST7073,1047.48,Utility Bill,Kotak,MER800,Success,2023-01-25 00:00:00,0,0,Settled
TXN0000578,CUST8059,4474.58,Merchant Payment,Axis,MER720,Success,2023-01-25 01:00:00,0,0,Settled
TXN0000579,CUST7455,219.02,Merchant Payment,HDFC,MER671,Success,2023-01-25 02:00:00,0,0,Settled
TXN0000580,CUST7202,5003.45,EMI Debit,ICICI,,Success,2023-01-25 03:00:00,0,0,Settled
TXN0000581,CUST7178,475.47,EMI Debit,Axis,MER663,Success,2023-01-25 04:00:00,0,0,Settled
TXN0000582,CUST1647,4162.79,UPI Transfer,Axis,MER825,Success,2023-01-25 05:00:00,0,0,Settled
TXN0000583,CUST2611,2660.07,EMI Debit,HDFC,MER225,Success,2023-01-25 06:00:00,0,0,Pending
TXN0000584,CUST4884,10892.0,Merchant Payment,HDFC,,Success,2023-01-25 07:00:00,0,0,Settled
TXN0000585,CUST5982,131.66,UPI Transfer,SBI,,Success,2023-01-25 08:00:00,0,1,Disputed
TXN0000586,CUST4586,1208.83,UPI Transfer,HDFC,,Success,2023-01-25 09:00:00,0,0,Disputed
TXN0000587,CUST8673,252.15,UPI Transfer,Kotak,MER767,Failed,2023-01-25 10:00:00,0,0,N/A
TXN0000588,CUST7080,7397.6,Merchant Payment,Axis,,Success,2023-01-25 11:00:00,0,0,Disputed
TXN0000589,CUST1758,3154.06,UPI Transfer,ICICI,MER260,Success,2023-01-25 12:00:00,0,0,Pending
TXN0000590,CUST1632,2679.78,Merchant Payment,HDFC,,Success,2023-01-25 13:00:00,0,0,Settled
TXN0000591,CUST8848,493.29,Merchant Payment,Axis,MER833,Success,2023-01-25 14:00:00,0,1,Pending
TXN0000592,CUST1329,2350.07,EMI Debit,ICICI,MER286,Success,2023-01-25 15:00:00,0,0,Settled
TXN0000593,CUST6446,1780.34,Merchant Payment,SBI,,Success,2023-01-25 16:00:00,0,0,Settled
TXN0000594,CUST9201,1328.02,EMI Debit,Kotak,,Success,2023-01-25 17:00:00,0,0,Settled
TXN0000595,CUST1984,5177.34,Utility Bill,SBI,,Success,2023-01-25 18:00:00,0,0,Settled
TXN0000596,CUST1668,221.32,Utility Bill,HDFC,MER694,Success,2023-01-25 19:00:00,0,0,Settled
TXN0000597,CUST1441,3641.39,Utility Bill,Kotak,MER173,Success,2023-01-25 20:00:00,0,0,Disputed
TXN0000598,CUST3925,6060.48,UPI Transfer,SBI,MER101,Success,2023-01-25 21:00:00,0,0,Disputed
TXN0000599,CUST5020,8324.63,UPI Transfer,Axis,MER869,Success,2023-01-25 22:00:00,0,0,Settled
TXN0000600,CUST6677,4795.32,Merchant Payment,HDFC,,Success,2023-01-25 23:00:00,1,0,Settled
TXN0000601,CUST9465,1161.72,Merchant Payment,SBI,MER522,Success,2023-01-26 00:00:00,0,0,Pending
TXN0000602,CUST5713,3211.46,UPI Transfer,Kotak,,Success,2023-01-26 01:00:00,0,0,Settled
TXN0000603,CUST3373,533.6,UPI Transfer,Kotak,,Success,2023-01-26 02:00:00,0,0,Pending
TXN0000604,CUST4126,435.75,Refund,ICICI,MER344,Success,2023-01-26 03:00:00,0,0,Settled
TXN0000605,CUST3933,3562.43,UPI Transfer,Kotak,,Failed,2023-01-26 04:00:00,0,0,N/A
TXN0000606,CUST9639,6665.86,Merchant Payment,Kotak,MER911,Pending,2023-01-26 05:00:00,0,0,N/A
TXN0000607,CUST4368,243.66,UPI Transfer,HDFC,,Success,2023-01-26 06:00:00,0,1,Disputed
TXN0000608,CUST7516,392.19,EMI Debit,Kotak,MER973,Success,2023-01-26 07:00:00,0,0,Pending
TXN0000609,CUST4806,2918.32,Merchant Payment,ICICI,,Success,2023-01-26 08:00:00,0,0,Pending
TXN0000610,CUST6255,861.6,UPI Transfer,Kotak,MER465,Success,2023-01-26 09:00:00,0,1,Settled
TXN0000611,CUST9066,3311.98,Refund,ICICI,MER313,Failed,2023-01-26 10:00:00,0,0,N/A
TXN0000612,CUST9261,845.22,EMI Debit,Axis,MER409,Success,2023-01-26 11:00:00,0,0,Settled
TXN0000613,CUST5585,433.45,EMI Debit,ICICI,,Success,2023-01-26 12:00:00,0,0,Settled
TXN0000614,CUST5598,2760.53,Refund,HDFC,MER332,Failed,2023-01-26 13:00:00,0,1,N/A
TXN0000615,CUST6817,6936.71,Merchant Payment,SBI,,Success,2023-01-26 14:00:00,0,0,Settled
TXN0000616,CUST1116,4044.49,EMI Debit,SBI,MER570,Success,2023-01-26 15:00:00,1,0,Pending
TXN0000617,CUST2813,5977.09,UPI Transfer,Axis,MER657,Success,2023-01-26 16:00:00,0,0,Settled
TXN0000618,CUST1903,1083.96,EMI Debit,HDFC,MER180,Pending,2023-01-26 17:00:00,0,1,N/A
TXN0000619,CUST9685,7599.79,UPI Transfer,Axis,,Success,2023-01-26 18:00:00,0,0,Settled
TXN0000620,CUST7205,1656.45,UPI Transfer,Axis,,Failed,2023-01-26 19:00:00,0,0,N/A
TXN0000621,CUST4858,6697.5,Merchant Payment,Kotak,,Pending,2023-01-26 20:00:00,1,0,N/A
TXN0000622,CUST3683,2229.85,UPI Transfer,Kotak,,Success,2023-01-26 21:00:00,0,0,Settled
TXN0000623,CUST5175,1091.23,Merchant Payment,HDFC,MER823,Success,2023-01-26 22:00:00,0,1,Settled
TXN0000624,CUST4730,1055.09,Merchant Payment,SBI,MER880,Success,2023-01-26 23:00:00,0,0,Settled
TXN0000625,CUST7628,2934.96,Merchant Payment,ICICI,MER114,Success,2023-01-27 00:00:00,0,1,Settled
TXN0000626,CUST6141,288.07,UPI Transfer,Kotak,,Success,2023-01-27 01:00:00,0,0,Settled
TXN0000627,CUST6443,9310.22,UPI Transfer,HDFC,MER936,Failed,2023-01-27 02:00:00,0,0,N/A
TXN0000628,CUST2540,1108.51,Merchant Payment,HDFC,,Success,2023-01-27 03:00:00,0,0,Disputed
TXN0000629,CUST9088,1431.18,EMI Debit,SBI,,Success,2023-01-27 04:00:00,0,0,Settled
TXN0000630,CUST8959,929.82,UPI Transfer,HDFC,MER205,Success,2023-01-27 05:00:00,0,0,Settled
TXN0000631,CUST1625,10.54,Merchant Payment,HDFC,MER155,Success,2023-01-27 06:00:00,0,0,Settled
TXN0000632,CUST6972,4128.05,EMI Debit,SBI,,Success,2023-01-27 07:00:00,0,0,Settled
TXN0000633,CUST7162,3125.32,UPI Transfer,Kotak,MER556,Success,2023-01-27 08:00:00,0,0,Settled
TXN0000634,CUST7797,5806.02,Merchant Payment,SBI,,Success,2023-01-27 09:00:00,0,0,Settled
TXN0000635,CUST5858,146.56,UPI Transfer,Axis,MER462,Success,2023-01-27 10:00:00,0,0,Settled
TXN0000636,CUST1837,9240.83,Utility Bill,Kotak,,Success,2023-01-27 11:00:00,0,0,Pending
TXN0000637,CUST3015,1406.31,UPI Transfer,Axis,,Success,2023-01-27 12:00:00,0,0,Settled
TXN0000638,CUST6156,8549.28,UPI Transfer,HDFC,,Success,2023-01-27 13:00:00,0,0,Settled
TXN0000639,CUST9263,396.61,Utility Bill,Axis,MER536,Success,2023-01-27 14:00:00,0,1,Settled
TXN0000640,CUST8234,4767.94,UPI Transfer,SBI,,Failed,2023-01-27 15:00:00,0,0,N/A
TXN0000641,CUST5748,3030.91,Merchant Payment,SBI,MER676,Success,2023-01-27 16:00:00,0,0,Settled
TXN0000642,CUST1063,1552.13,UPI Transfer,ICICI,,Success,2023-01-27 17:00:00,0,0,Settled
TXN0000643,CUST9221,288.57,Refund,HDFC,MER964,Success,2023-01-27 18:00:00,0,0,Settled
TXN0000644,CUST5652,3248.71,Utility Bill,SBI,MER621,Pending,2023-01-27 19:00:00,0,0,N/A
TXN0000645,CUST7789,93.78,Merchant Payment,Kotak,MER481,Failed,2023-01-27 20:00:00,0,0,N/A
TXN0000646,CUST8183,2435.0,UPI Transfer,SBI,MER648,Success,2023-01-27 21:00:00,1,0,Settled
TXN0000647,CUST3325,3244.04,UPI Transfer,Kotak,MER183,Success,2023-01-27 22:00:00,0,1,Pending
TXN0000648,CUST6850,4615.54,Merchant Payment,HDFC,,Success,2023-01-27 23:00:00,0,0,Settled
TXN0000649,CUST5372,16619.47,UPI Transfer,ICICI,,Success,2023-01-28 00:00:00,0,0,Settled
TXN0000650,CUST7364,1054.31,Merchant Payment,ICICI,MER324,Success,2023-01-28 01:00:00,0,0,Settled
TXN0000651,CUST5765,1362.14,Merchant Payment,Axis,,Success,2023-01-28 02:00:00,1,0,Settled
TXN0000652,CUST8191,1460.38,Utility Bill,SBI,MER528,Success,2023-01-28 03:00:00,0,0,Settled
TXN0000653,CUST3879,4603.24,UPI Transfer,HDFC,MER613,Success,2023-01-28 04:00:00,0,0,Settled
TXN0000654,CUST3188,9399.58,Merchant Payment,Axis,,Success,2023-01-28 05:00:00,0,0,Settled
TXN0000655,CUST3781,12817.66,EMI Debit,HDFC,MER883,Success,2023-01-28 06:00:00,0,0,Settled
TXN0000656,CUST3145,10203.49,Merchant Payment,HDFC,MER403,Success,2023-01-28 07:00:00,0,0,Settled
TXN0000657,CUST1275,7402.97,Utility Bill,Axis,MER804,Failed,2023-01-28 08:00:00,0,0,N/A
TXN0000658,CUST2266,16478.07,UPI Transfer,HDFC,MER260,Success,2023-01-28 09:00:00,0,0,Pending
TXN0000659,CUST7576,1650.31,EMI Debit,Axis,,Pending,2023-01-28 10:00:00,0,0,N/A
TXN0000660,CUST5104,10369.48,Refund,SBI,MER868,Success,2023-01-28 11:00:00,0,0,Settled
TXN0000661,CUST3319,5009.81,UPI Transfer,Axis,,Success,2023-01-28 12:00:00,0,0,Settled
TXN0000662,CUST1031,645.66,Merchant Payment,SBI,MER200,Success,2023-01-28 13:00:00,0,0,Settled
TXN0000663,CUST1851,162.86,UPI Transfer,ICICI,,Success,2023-01-28 14:00:00,0,0,Settled
TXN0000664,CUST9796,844.95,Merchant Payment,Axis,MER684,Success,2023-01-28 15:00:00,0,0,Settled
TXN0000665,CUST6868,5279.63,Merchant Payment,ICICI,MER673,Success,2023-01-28 16:00:00,0,0,Settled
TXN0000666,CUST8720,3495.97,UPI Transfer,Axis,,Success,2023-01-28 17:00:00,0,0,Settled
TXN0000667,CUST2807,889.22,EMI Debit,HDFC,MER273,Failed,2023-01-28 18:00:00,0,0,N/A
TXN0000668,CUST7195,4740.72,Utility Bill,ICICI,MER507,Success,2023-01-28 19:00:00,0,0,Settled
TXN0000669,CUST7331,533.27,Utility Bill,Kotak,,Success,2023-01-28 20:00:00,0,0,Settled
TXN0000670,CUST7063,6037.78,Merchant Payment,Kotak,MER156,Success,2023-01-28 21:00:00,0,0,Settled
TXN0000671,CUST8411,5532.31,Merchant Payment,Kotak,,Success,2023-01-28 22:00:00,0,0,Settled
TXN0000672,CUST4562,12587.17,Utility Bill,ICICI,MER206,Success,2023-01-28 23:00:00,0,0,Settled
TXN0000673,CUST4198,569.97,Merchant Payment,SBI,MER385,Success,2023-01-29 00:00:00,1,0,Settled
TXN0000674,CUST5504,8298.51,EMI Debit,Axis,MER495,Failed,2023-01-29 01:00:00,0,0,N/A
TXN0000675,CUST8985,1460.16,Merchant Payment,HDFC,MER246,Success,2023-01-29 02:00:00,0,0,Settled
TXN0000676,CUST7734,1882.85,Merchant Payment,HDFC,,Success,2023-01-29 03:00:00,0,0,Pending
TXN0000677,CUST7989,2211.82,UPI Transfer,ICICI,,Success,2023-01-29 04:00:00,0,0,Settled
TXN0000678,CUST3947,3450.72,UPI Transfer,Kotak,,Success,2023-01-29 05:00:00,1,0,Settled
TXN0000679,CUST5123,18382.27,Merchant Payment,HDFC,MER317,Success,2023-01-29 06:00:00,0,1,Settled
TXN0000680,CUST5783,3206.66,Merchant Payment,HDFC,,Success,2023-01-29 07:00:00,0,0,Settled
TXN0000681,CUST6599,9146.94,Utility Bill,SBI,,Success,2023-01-29 08:00:00,0,0,Settled
TXN0000682,CUST1071,1030.43,Merchant Payment,HDFC,MER920,Success,2023-01-29 09:00:00,0,0,Settled
TXN0000683,CUST6516,1778.64,UPI Transfer,HDFC,MER345,Success,2023-01-29 10:00:00,0,0,Disputed
TXN0000684,CUST9234,2457.65,Merchant Payment,Axis,MER290,Success,2023-01-29 11:00:00,0,1,Disputed
TXN0000685,CUST5360,1364.79,UPI Transfer,HDFC,,Success,2023-01-29 12:00:00,0,0,Settled
TXN0000686,CUST2831,13182.75,UPI Transfer,Axis,,Success,2023-01-29 13:00:00,0,0,Settled
TXN0000687,CUST1045,4527.16,UPI Transfer,Kotak,,Success,2023-01-29 14:00:00,0,0,Settled
TXN0000688,CUST9174,2281.22,UPI Transfer,SBI,MER818,Success,2023-01-29 15:00:00,0,0,Disputed
TXN0000689,CUST8392,4870.34,UPI Transfer,HDFC,,Success,2023-01-29 16:00:00,0,0,Settled
TXN0000690,CUST7071,2205.23,UPI Transfer,SBI,MER616,Success,2023-01-29 17:00:00,0,0,Settled
TXN0000691,CUST2675,60.81,EMI Debit,SBI,MER512,Success,2023-01-29 18:00:00,0,0,Settled
TXN0000692,CUST8268,2742.23,UPI Transfer,SBI,MER111,Success,2023-01-29 19:00:00,0,0,Settled
TXN0000693,CUST7381,3434.63,UPI Transfer,ICICI,MER517,Success,2023-01-29 20:00:00,0,0,Settled
TXN0000694,CUST7744,13910.03,Refund,Axis,,Success,2023-01-29 21:00:00,1,1,Settled
TXN0000695,CUST7834,145.77,Merchant Payment,SBI,,Failed,2023-01-29 22:00:00,0,0,N/A
TXN0000696,CUST4023,2511.74,UPI Transfer,Kotak,,Success,2023-01-29 23:00:00,0,0,Settled
TXN0000697,CUST3790,361.59,UPI Transfer,HDFC,,Success,2023-01-30 00:00:00,0,0,Pending
TXN0000698,CUST7343,564.68,Merchant Payment,SBI,MER834,Success,2023-01-30 01:00:00,1,0,Settled
TXN0000699,CUST2012,3299.79,Merchant Payment,SBI,,Success,2023-01-30 02:00:00,0,0,Settled
TXN0000700,CUST5589,921.91,UPI Transfer,HDFC,MER127,Success,2023-01-30 03:00:00,0,0,Settled
TXN0000701,CUST4507,4840.49,UPI Transfer,Kotak,MER355,Failed,2023-01-30 04:00:00,0,0,N/A
TXN0000702,CUST5802,2526.84,Refund,SBI,MER523,Success,2023-01-30 05:00:00,0,0,Settled
TXN0000703,CUST3071,861.6,Merchant Payment,SBI,,Success,2023-01-30 06:00:00,0,0,Settled
TXN0000704,CUST8530,2382.82,Merchant Payment,Kotak,MER894,Success,2023-01-30 07:00:00,0,0,Settled
TXN0000705,CUST3317,3.09,UPI Transfer,SBI,,Success,2023-01-30 08:00:00,1,0,Settled
TXN0000706,CUST6347,6950.58,UPI Transfer,Kotak,MER341,Success,2023-01-30 09:00:00,0,0,Settled
TXN0000707,CUST3175,44.66,Merchant Payment,SBI,,Success,2023-01-30 10:00:00,0,0,Settled
TXN0000708,CUST3372,24.62,Refund,HDFC,MER700,Success,2023-01-30 11:00:00,0,0,Settled
TXN0000709,CUST7802,3309.15,UPI Transfer,Kotak,,Success,2023-01-30 12:00:00,0,0,Settled
TXN0000710,CUST6225,12709.9,Refund,HDFC,,Success,2023-01-30 13:00:00,0,0,Pending
TXN0000711,CUST7228,6781.18,UPI Transfer,HDFC,MER854,Success,2023-01-30 14:00:00,0,0,Settled
TXN0000712,CUST6121,1016.32,Merchant Payment,SBI,,Failed,2023-01-30 15:00:00,0,0,N/A
TXN0000713,CUST9050,766.45,UPI Transfer,Kotak,,Success,2023-01-30 16:00:00,0,0,Settled
TXN0000714,CUST8732,3443.3,Merchant Payment,ICICI,MER577,Success,2023-01-30 17:00:00,0,0,Settled
TXN0000715,CUST6144,6053.46,Merchant Payment,HDFC,MER604,Success,2023-01-30 18:00:00,1,0,Settled
TXN0000716,CUST7812,1573.39,EMI Debit,HDFC,,Success,2023-01-30 19:00:00,0,0,Settled
TXN0000717,CUST8824,1981.9,Merchant Payment,HDFC,,Success,2023-01-30 20:00:00,0,0,Settled
TXN0000718,CUST6455,429.52,Merchant Payment,SBI,MER914,Success,2023-01-30 21:00:00,0,0,Settled
TXN0000719,CUST3504,580.47,EMI Debit,SBI,,Success,2023-01-30 22:00:00,0,0,Settled
TXN0000720,CUST2502,2940.5,UPI Transfer,HDFC,MER227,Success,2023-01-30 23:00:00,0,0,Settled
TXN0000721,CUST8042,379.11,Merchant Payment,SBI,MER517,Success,2023-01-31 00:00:00,1,0,Settled
TXN0000722,CUST9534,789.97,UPI Transfer,SBI,MER464,Success,2023-01-31 01:00:00,1,0,Settled
TXN0000723,CUST4860,936.1,Merchant Payment,SBI,MER930,Success,2023-01-31 02:00:00,0,0,Settled
TXN0000724,CUST8858,2053.98,EMI Debit,Axis,,Success,2023-01-31 03:00:00,0,0,Settled
TXN0000725,CUST8519,163.4,UPI Transfer,Kotak,MER524,Success,2023-01-31 04:00:00,0,0,Settled
TXN0000726,CUST3860,2424.41,Refund,SBI,,Success,2023-01-31 05:00:00,0,0,Settled
TXN0000727,CUST2248,9241.75,Utility Bill,Axis,MER406,Success,2023-01-31 06:00:00,0,0,Settled
TXN0000728,CUST8083,86.69,Merchant Payment,Axis,MER694,Pending,2023-01-31 07:00:00,0,0,N/A
TXN0000729,CUST6010,3489.21,UPI Transfer,SBI,,Pending,2023-01-31 08:00:00,1,0,N/A
TXN0000730,CUST7305,6324.25,EMI Debit,Axis,MER571,Success,2023-01-31 09:00:00,0,0,Settled
TXN0000731,CUST6762,1311.23,Utility Bill,ICICI,MER768,Success,2023-01-31 10:00:00,0,0,Settled
TXN0000732,CUST5390,493.53,UPI Transfer,Axis,,Success,2023-01-31 11:00:00,0,0,Pending
TXN0000733,CUST3139,155.07,Utility Bill,Kotak,MER931,Success,2023-01-31 12:00:00,0,0,Settled
TXN0000734,CUST8335,3613.93,Utility Bill,Axis,MER214,Success,2023-01-31 13:00:00,0,0,Settled
TXN0000735,CUST9748,2812.2,Merchant Payment,SBI,,Success,2023-01-31 14:00:00,0,0,Settled
TXN0000736,CUST7118,911.57,EMI Debit,HDFC,MER969,Success,2023-01-31 15:00:00,0,0,Pending
TXN0000737,CUST4994,6235.31,Merchant Payment,ICICI,MER418,Success,2023-01-31 16:00:00,0,0,Settled
TXN0000738,CUST2152,4654.78,Merchant Payment,Axis,,Success,2023-01-31 17:00:00,0,0,Pending
TXN0000739,CUST4744,1132.45,UPI Transfer,ICICI,MER759,Success,2023-01-31 18:00:00,0,1,Disputed
TXN0000740,CUST4621,4899.43,UPI Transfer,Kotak,MER497,Success,2023-01-31 19:00:00,0,0,Settled
TXN0000741,CUST6890,983.6,EMI Debit,Axis,MER457,Success,2023-01-31 20:00:00,0,0,Settled
TXN0000742,CUST4907,3936.64,UPI Transfer,Axis,MER333,Success,2023-01-31 21:00:00,0,0,Settled
TXN0000743,CUST4728,441.63,Merchant Payment,ICICI,MER498,Success,2023-01-31 22:00:00,0,0,Settled
TXN0000744,CUST8747,4124.52,Utility Bill,Axis,,Pending,2023-01-31 23:00:00,0,0,N/A
TXN0000745,CUST4066,954.89,UPI Transfer,Axis,,Success,2023-02-01 00:00:00,0,0,Settled
